lts__d_sectors_fill_sysmem.sum.pct_of_peak_sustained_elapsed [%],0
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed [%],16.57
lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed [%],16.69
lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed [%],16.46
lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed [%],16.57
lts__t_requests.sum [request],33570995
lts__t_requests_srcunit_ltcfabric.sum [request],16699551
lts__t_requests_srcunit_tex.sum [request],16777216
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum [request],0
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum [request],0
lts__t_requests_srcunit_tex_op_read.sum [request],8388608
lts__t_requests_srcunit_tex_op_red.sum [request],0
lts__t_requests_srcunit_tex_op_write.sum [request],8388608
lts__t_sector_hit_rate.pct [%],50.11
lts__t_sector_op_read_hit_rate.pct [%],0.01
lts__t_sector_op_write_hit_rate.pct [%],100.00
lts__t_sectors.avg [sector],1261583.94
lts__t_sectors.avg.pct_of_peak_sustained_elapsed [%],33.19
lts__t_sectors.avg.peak_sustained [sector/cycle],3
lts__t_sectors.avg.per_cycle_elapsed [sector/cycle],1.00
lts__t_sectors.max [sector],1264916
lts__t_sectors.max.pct_of_peak_sustained_elapsed [%],33.27
lts__t_sectors.min [sector],1260089
lts__t_sectors.min.pct_of_peak_sustained_elapsed [%],33.15
lts__t_sectors.sum [sector],100926715
lts__t_sectors.sum.pct_of_peak_sustained_elapsed [%],33.19
lts__t_sectors.sum.per_second [sector/ns],136.05
lts__t_sectors_aperture_device_lookup_miss.sum [sector],50332816
lts__t_sectors_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed [%],0.00
lts__t_sectors_data_ecc.avg.peak_sustained [sector/cycle],8
lts__t_sectors_data_ecc.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_data_ecc.sum [sector],80
lts__t_sectors_data_ecc.sum.per_second [sector/ms],107.84
lts__t_sectors_evict_first_lookup_hit.sum [sector],2070
lts__t_sectors_evict_first_lookup_miss.sum [sector],66
lts__t_sectors_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_evict_normal_lookup_hit.sum [sector],50335608
lts__t_sectors_evict_normal_lookup_miss.sum [sector],50332814
lts__t_sectors_lookup_hit.sum [sector],50575683
lts__t_sectors_lookup_miss.sum [sector],50332816
lts__t_sectors_srcunit_ltcfabric.avg.pct_of_peak_sustained_elapsed [%],33.19
lts__t_sectors_srcunit_ltcfabric.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_ltcfabric.avg.per_cycle_elapsed [sector/cycle],0.33
lts__t_sectors_srcunit_ltcfabric.sum [sector],33651159
lts__t_sectors_srcunit_ltcfabric.sum.pct_of_peak_sustained_elapsed [%],33.19
lts__t_sectors_srcunit_ltcfabric.sum.per_second [sector/ns],45.36
lts__t_sectors_srcunit_ltcfabric_aperture_device_lookup_miss.sum [sector],16777222
lts__t_sectors_srcunit_ltcfabric_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_normal_lookup_hit.sum [sector],16777776
lts__t_sectors_srcunit_ltcfabric_evict_normal_lookup_miss.sum [sector],16777222
lts__t_sectors_srcunit_ltcfabric_lookup_hit.sum [sector],16869171
lts__t_sectors_srcunit_ltcfabric_lookup_miss.sum [sector],16777222
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],33.10
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],2
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.66
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],33.24
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],32.96
lts__t_sectors_srcunit_tex.sum [sector],67108864
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],33.10
lts__t_sectors_srcunit_tex.sum.per_second [sector/ns],90.46
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum [sector],33554432
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum [sector],33554432
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.avg [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.max [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.min [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.avg [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.max [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.min [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum [sector],33554432
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum [sector],33554432
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],33554432
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],419430.40
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],420960
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],417888
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_atom.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],16.55
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],2
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0.33
lts__t_sectors_srcunit_tex_op_read.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/ns],45.23
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_op_red.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],33.10
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.33
lts__t_sectors_srcunit_tex_op_write.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_write.sum.pct_of_peak_sustained_elapsed [%],33.10
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/ns],45.23
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],33554432
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],0
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed [%],33.12
lts__t_tag_requests.max.pct_of_peak_sustained_elapsed [%],33.15
lts__t_tag_requests.min.pct_of_peak_sustained_elapsed [%],33.09
lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed [%],33.12
lts__throughput.avg.pct_of_peak_sustained_elapsed [%],79.26
lts__throughput.max.pct_of_peak_sustained_elapsed [%],79.79
lts__throughput.min.pct_of_peak_sustained_elapsed [%],78.10
lts__throughput.sum.pct_of_peak_sustained_elapsed [%],79.26
lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed [%],41.03
lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed [%],41.22
lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed [%],40.83
lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed [%],41.03
memory_access_size_type,0 {31}
memory_access_type,0 {31}
memory_l1_tag_requests_global [sectors],16777216 {16}
memory_l1_wavefronts_shared [sectors],17480663 {21}
memory_l1_wavefronts_shared_ideal [sectors],17480663 {21}
memory_l2_theoretical_sectors_global [sectors],67108864 {16}
memory_l2_theoretical_sectors_global_ideal [sectors],67108864 {16}
memory_l2_theoretical_sectors_local [sectors],0
memory_type,0 {31}
numa__cpu_affinity,8 {8}
numa__dev_display_name_all,8 {8}
numa__id_cpu,8 {8}
numa__id_memory,8 {8}
nvlink__bandwidth,11091081953280 {28}
nvlink__count_logical,28
nvlink__count_physical,224 {28}
nvlink__destination_ports,28 {28}
nvlink__dev0Id,56 {28}
nvlink__dev0type,28 {28}
nvlink__dev1Id,140 {28}
nvlink__dev1type,28 {28}
nvlink__dev_display_name_all,8 {8}
nvlink__enabled_mask,1379152 {8}
nvlink__is_direct_link,28 {28}
nvlink__is_nvswitch_connected,1
nvlink__max_count,144 {8}
nvlink__peer_access,28 {28}
nvlink__peer_atomic,28 {28}
nvlink__source_ports,28 {28}
nvlink__system_access,0 {28}
nvlink__system_atomic,0 {28}
nvlrx__bytes.sum.per_second [byte/s],0
nvltx__bytes.sum.per_second [byte/s],0
pcie__read_bytes.avg.per_second [byte/s],0
pcie__read_bytes.max.per_second [byte/s],0
pcie__read_bytes.min.per_second [byte/s],0
pcie__read_bytes.sum.per_second [byte/s],0
pcie__write_bytes.avg.per_second [Mbyte/s],42.79
pcie__write_bytes.max.per_second [Mbyte/s],42.79
pcie__write_bytes.min.per_second [Mbyte/s],42.79
pcie__write_bytes.sum.per_second [Mbyte/s],42.79
profiler__perfworks_session_reuse,0
profiler__replayer_bytes_mem_accessible.avg [Gbyte],2.16
profiler__replayer_bytes_mem_accessible.max [Gbyte],2.16
profiler__replayer_bytes_mem_accessible.min [Gbyte],2.16
profiler__replayer_bytes_mem_accessible.sum [Gbyte],77.62
profiler__replayer_bytes_mem_backed_up.avg [Gbyte],2.16
profiler__replayer_bytes_mem_backed_up.max [Gbyte],2.16
profiler__replayer_bytes_mem_backed_up.min [Gbyte],2.16
profiler__replayer_bytes_mem_backed_up.sum [Gbyte],77.62
profiler__replayer_passes [pass],36
profiler__replayer_passes_type_warmup [pass],0
sass__inst_executed_global_loads [inst],0
sass__inst_executed_global_stores [inst],2097152
sass__inst_executed_local_loads [inst],0
sass__inst_executed_local_stores [inst],0
sass__inst_executed_per_opcode,171401041 {48}
sass__inst_executed_per_opcode_category,171401041 {9}
sass__inst_executed_per_opcode_with_modifier_all,171401041 {63}
sass__inst_executed_per_opcode_with_modifier_selective,171401041 {51}
sass__inst_executed_shared_loads [inst],2815564
sass__inst_executed_shared_stores [inst],0
sass__thread_inst_executed_per_opcode_category,5104106624 {9}
sass__thread_inst_executed_true_per_opcode,5104106624 {48}
sass__thread_inst_executed_true_per_opcode_with_modifier_all,5104106624 {63}
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,5104106624 {51}
sm__cycles_active.avg [cycle],1170216.20
sm__cycles_active.max [cycle],1173491
sm__cycles_active.min [cycle],1166628
sm__cycles_active.sum [cycle],154468539
sm__cycles_elapsed.avg.per_second [Ghz],1.59
sm__cycles_elapsed.max.per_second [Ghz],1.59
sm__cycles_elapsed.min.per_second [Ghz],1.59
sm__cycles_elapsed.sum.per_second [Ghz],209.97
sm__icc_request_hit_rate.pct [%],99.94
sm__icc_requests.sum [cycle],12063872
sm__icc_requests.sum.pct_of_peak_sustained_elapsed [%],15.49
sm__inst_executed.avg.pct_of_peak_sustained_elapsed [%],27.37
sm__inst_executed.avg.per_cycle_active [inst/cycle],1.10
sm__inst_executed.avg.per_cycle_elapsed [inst/cycle],1.09
sm__inst_executed.max.pct_of_peak_sustained_elapsed [%],27.72
sm__inst_executed.max.per_cycle_active [inst/cycle],1.12
sm__inst_executed.max.per_cycle_elapsed [inst/cycle],1.11
sm__inst_executed.min.pct_of_peak_sustained_elapsed [%],27.04
sm__inst_executed.min.per_cycle_active [inst/cycle],1.09
sm__inst_executed.min.per_cycle_elapsed [inst/cycle],1.08
sm__inst_executed.sum.pct_of_peak_sustained_elapsed [%],27.37
sm__inst_executed.sum.per_cycle_active [inst/cycle],145.72
sm__inst_executed.sum.per_cycle_elapsed [inst/cycle],144.50
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active [%],7.76
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed [%],7.70
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_active [%],8.12
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed [%],8.05
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_active [%],7.44
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed [%],7.38
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_active [%],7.76
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed [%],7.70
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active [%],14.42
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_active [%],14.60
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],14.21
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],14.42
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],1.12
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],1.19
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],1.04
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],1.12
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],4.26
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],4.55
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],3.93
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],4.26
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],11.54
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],11.67
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],11.44
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],11.54
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_active [%],5.43
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active [%],9.63
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed [%],9.55
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_active [%],9.74
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed [%],9.66
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_active [%],9.45
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed [%],9.37
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_active [%],9.63
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed [%],9.55
sm__inst_executed_pipe_tensor_op_dmma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_dmma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_dmma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_dmma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_gmma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_gmma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_gmma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_gmma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active [%],0.44
sm__inst_executed_pipe_tensor_op_hmma.max.pct_of_peak_sustained_active [%],0.50
sm__inst_executed_pipe_tensor_op_hmma.min.pct_of_peak_sustained_active [%],0.39
sm__inst_executed_pipe_tensor_op_hmma.sum.pct_of_peak_sustained_active [%],0.44
sm__inst_executed_pipe_tensor_op_imma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active [%],0.34
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed [%],0.34
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_active [%],0.34
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed [%],0.34
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_active [%],0.34
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed [%],0.33
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_active [%],0.34
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed [%],0.34
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active [%],22.06
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed [%],21.88
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_active [%],22.40
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_elapsed [%],22.21
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_active [%],21.86
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_elapsed [%],21.68
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_active [%],22.06
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_elapsed [%],21.88
sm__inst_issued.avg.pct_of_peak_sustained_active [%],28.04
sm__inst_issued.avg.per_cycle_active [inst/cycle],1.12
sm__inst_issued.max.pct_of_peak_sustained_active [%],28.39
sm__inst_issued.max.per_cycle_active [inst/cycle],1.14
sm__inst_issued.min.pct_of_peak_sustained_active [%],27.75
sm__inst_issued.min.per_cycle_active [inst/cycle],1.11
sm__inst_issued.sum.pct_of_peak_sustained_active [%],28.04
sm__inst_issued.sum.per_cycle_active [inst/cycle],148.05
sm__instruction_throughput.avg.pct_of_peak_sustained_active [%],28.04
